0.9999999999999996,-4.040851645380433e-19,1.09348359813563e-17,0,0,2.775557561562891e-17,0,0,0,0,0,2.775557561562891e-17,0,0,0,0,0,0,0,2.220446049250313e-16,0,0,0,0,-8.326672684688674e-17,0,0,0,0,0.9999999999999994
-4.040851645380433e-19,1,1,-8.377660335322448e-19,-8.081703290760863e-19,-4.040851645380429e-19,0,0,0,0,0,-4.040851645380429e-19,-3.351064134128979e-18,0,0,-3.351064134128979e-18,0,0,0,0.9999999999999999,0,0,0,0,1.444447458290427e-34,0,0,0,-0,-2.424510987228258e-18
1.09348359813563e-17,1,51,-2.942951826458164e-18,-5.885903652916315e-18,1.093483598135629e-17,0,0,0,0,0,1.093483598135629e-17,-1.177180730583265e-17,0,0,4.373934392542517e-17,0,0,0,51,0,0,0,0,-4.622231866529366e-33,0,0,0,0,6.560901588813778e-17
0,-8.377660335322448e-19,-2.942951826458164e-18,0.9999999999999994,0.9999999999999996,-4.440892098500626e-16,0,0,0,0,0,-4.440892098500626e-16,0.9999999999999986,0,0,0.9999999999999984,0,0,0,0.9999999999999987,0,0,0,0,-8.326672684688674e-17,0,0,0,0,0.9999999999999986
0,-8.081703290760863e-19,-5.885903652916315e-18,0.9999999999999996,2,-7.771561172376096e-16,0,0,0,0,0,-8.326672684688674e-16,1.999999999999998,0,0,1.999999999999998,0,0,0,1.999999999999999,0,0,0,0,-1.665334536937735e-16,0,0,0,0,1.999999999999998
2.775557561562891e-17,-4.040851645380429e-19,1.093483598135629e-17,-4.440892098500626e-16,-7.771561172376096e-16,0.9999999999999998,0,0,0,0,0,0.9999999999999999,0.9999999999999984,0,0,0.9999999999999984,0,0,0,0.9999999999999987,0,0,0,0,-8.326672684688674e-17,0,0,0,0,0.9999999999999986
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0
0,0,0,0,0,0,0,0,0.9999999999999997,0,0.9999999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0
0,0,0,0,0,0,0,0,0.9999999999999997,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0
2.775557561562891e-17,-4.040851645380429e-19,1.093483598135629e-17,-4.440892098500626e-16,-8.326672684688674e-16,0.9999999999999999,0,0,0,0,0,2,0.9999999999999984,0,0,0.9999999999999984,0,0,0,0.9999999999999987,0,0,0,0,-8.326672684688674e-17,0,0,0,0,0.9999999999999986
0,-3.351064134128979e-18,-1.177180730583265e-17,0.9999999999999986,1.999999999999998,0.9999999999999984,0,0,0,0,0,0.9999999999999984,3.999999999999994,0,0,3.999999999999994,0,0,0,3.999999999999995,0,0,0,0,-3.33066907387547e-16,0,0,0,0,3.999999999999994
0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999999999999998,0,0,-2.775557561562891e-17,0,0.9999999999999996,0,0,0,0,0,0,0,0,0,-0,-0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0
0,-3.351064134128979e-18,4.373934392542517e-17,0.9999999999999984,1.999999999999998,0.9999999999999984,0,0,0,0,0,0.9999999999999984,3.999999999999994,0,0,4.999999999999994,0,0,0,4.999999999999995,0,0,0,0,-3.33066907387547e-16,0,0,0,0,3.999999999999994
0,0,0,0,0,0,0,0,0,0,0,0,0,-2.775557561562891e-17,0,0,1,0,0.9999999999999998,0,0,0,0,0,0,0,0,0,-0,-0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0,-0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999999999999996,0,0,0.9999999999999998,0,11.99999999999999,0,0,0,0,0,0,0,0,0,-0,-0
2.220446049250313e-16,0.9999999999999999,51,0.9999999999999987,1.999999999999999,0.9999999999999987,0,0,0,0,0,0.9999999999999987,3.999999999999995,0,0,4.999999999999995,0,0,0,156,0,0,0,0,-2.220446049250313e-16,0,0,0,0,3.999999999999996
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0,-0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0,-0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0,-0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0,-0
-8.326672684688674e-17,1.444447458290427e-34,-4.622231866529366e-33,-8.326672684688674e-17,-1.665334536937735e-16,-8.326672684688674e-17,0,0,0,0,0,-8.326672684688674e-17,-3.33066907387547e-16,0,0,-3.33066907387547e-16,0,0,0,-2.220446049250313e-16,0,0,0,0,0.9999999999999999,0,0,0,0,0.9999999999999994
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0,-0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0,-0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0,-0
0,-0,0,0,0,0,-0,-0,-0,-0,-0,0,0,-0,-0,0,-0,-0,-0,0,-0,-0,-0,-0,0,-0,-0,-0,1,0
0.9999999999999994,-2.424510987228258e-18,6.560901588813778e-17,0.9999999999999986,1.999999999999998,0.9999999999999986,-0,-0,-0,-0,-0,0.9999999999999986,3.999999999999994,-0,-0,3.999999999999994,-0,-0,-0,3.999999999999996,-0,-0,-0,-0,0.9999999999999994,-0,-0,-0,0,6.999999999999994
